title,address,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_square,location,in_centroid
"Nhà mặt tiền Lò Gốm sổ riêng, giá 2,35 tỷ","Đường Lò Gốm, Phường 12, Quận 6, Tp Hồ Chí Minh",0,1,1,1,0,2,0,,0,1,2,1,3,4,5,1
Bán Nhà Quận 6 Đường Bình Tiên,"Đường Bình Tiên, Phường 8, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Tây,0,2,3,1,4,3,5,1
Nhà mới 1 lầu đúc hẻm thông thoáng 4m Hậu Giang Q6,"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",2,1,0,0,0,0,2,Tây,0,2,3,1,2,1,5,1
"Bán nhà 2MT Mai Xuân Thưởng, Q6 9x20m, 4 lầu SHR","Đường Mai Xuân Thưởng, Phường 6, Quận 6, Tp Hồ Chí Minh",3,3,2,1,1,2,2,,0,1,3,1,4,1,5,1
"Bán Gấp nhà MT Văn Thân,Q6 6x22 Giá HẠT DẺ 15ty","Đường Văn Thân, Phường 8, Quận 6, Tp Hồ Chí Minh",3,2,2,0,0,2,2,,0,1,3,1,3,3,5,1
"Bán Nhà MT Bình Thú 1, Q6 4x26 3 Lầu Giá VIP","Bình phú 1, Phường 10, Quận 6, Tp Hồ Chí Minh",3,2,1,1,1,0,2,,0,1,3,1,3,3,5,1
BÁN NHÀ GÁC LỬNG Đ.LÊ QUANG SUNG Q6 38m2 CÓ SỔHỒNG,"Đường Lê Quang Sung, Phường 6, Quận 6, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,0,2,3,1,2,4,5,1
"Bán Gấp nhà Cư Xá PL D,Q6 4x33( NH: 8m) Giá Tốt","Cư xá Phú Lâm D, Phường 10, Quận 6, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,0,1,3,2,2,3,5,1
"Bán MT Minh Phụng,Q6 5x 13.5(NH:6m) Giá VIP, SHR","Đường Minh Phụng, Phường 6, Quận 6, Tp Hồ Chí Minh",2,1,1,0,0,1,1,,0,1,3,2,4,0,5,1
"bán nhà siêu sang bao đẹp 3 lầu, Hậu Giang, Q6","Đường Hậu Giang, Phường 10, Quận 6, Tp Hồ Chí Minh",1,0,1,1,0,2,0,Đông Nam,3,2,3,1,3,2,5,1
"Nhà 176m2 MT Pham Phú Thú,P3, Q6, 23 Tỷ","Đường Phạm Phú Thứ, Phường 3, Quận 6, Tp Hồ Chí Minh",3,3,2,1,0,2,1,Đông Bắc,0,1,3,2,3,1,5,1
Nhà 1 trệt 1 lầu gác nhỏ gần chợ trường học an nin,"78g/2, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",1,2,0,0,0,0,1,Nam,0,2,2,0,2,1,5,1
"H3m cách Mt 20m,p1,q6. Gần bxe chợ lớn,80m2,1t lầu","Đường Chu Văn An, Phường 1, Quận 6, Tp Hồ Chí Minh",2,2,1,1,0,0,2,,0,1,3,0,2,2,5,1
Bán nhà mớ HXH Nguyễn Văn Luông Q6 đẹp giá 2.1 tỷ,"Đường Nguyễn Văn Luông, Phường 13, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,0,2,3,1,1,1,5,1
Nhà 2mặt tiền Ql1ABình Chánh sổ hồng sẵn trên tay,"Đường Hậu Giang A, Phường 12, Quận 6, Tp Hồ Chí Minh",2,1,1,0,0,0,2,,0,1,3,1,1,0,5,1
Bán nhà HXH ngay chợ phạm phú thứ 49m2 giá 6.4 tỷ,"Đường Bãi Sậy, Phường 4, Quận 6, Tp Hồ Chí Minh",1,0,1,1,0,2,0,,3,2,3,1,3,2,5,1
"Bán nhà quận 6 68m2, Sổ hồng riêng","Đường Hậu Giang, Phường 6, Quận 6, Tp Hồ Chí Minh",2,2,1,0,0,0,2,,0,2,3,0,0,0,5,1
"Bán nhà mặt tiền đường đặng nguyên cẩn, q6","Đường Đặng Nguyên Cẩn, Phường 14, Quận 6, Tp Hồ Chí Minh",0,0,1,0,0,2,0,,0,1,3,1,4,0,5,1
Bán nhà đường Hậu Giang quận 6 giá 2ty550 TL,"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Nam,0,2,3,1,3,4,5,1
Bán nhà trệt giá rẻ hẻm 2 xẹc dt58m2 lò gốm P8 Q6,"Đường Lò Gốm, Phường 8, Quận 6, Tp Hồ Chí Minh",1,1,0,0,0,2,0,,0,2,3,1,0,1,5,1
"NHÀ MT ĐƯỜNG SỐ 11, Q.6, DT 40m2, 4 TẦNG, 8.5 TỶ T","Đường 11, Phường 13, Quận 6, Tp Hồ Chí Minh",0,0,2,2,1,0,0,Nam,0,1,1,1,1,2,5,1
"nhà hẻm 78 Bà Hom, Q6. gần chợ Phú Lâm, 65m2 1T1L","Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",2,2,1,1,0,1,1,Tây Nam,0,2,1,0,1,3,5,1
"Bán nhà 4 lầu Hậu Giang đường xe tải, P.5, Q.6","Đường Hậu Giang, Phường 5, Quận 6, Tp Hồ Chí Minh",1,3,1,1,1,0,1,,0,2,1,1,3,0,5,1
"Nhà HXT Hậu Giang, P5Q6: Lửng 2 lầu ST, giá 6 tỷ!!","Đường Hậu Giang, Phường 5, Quận 6, Tp Hồ Chí Minh",1,0,2,2,1,0,1,Bắc,0,2,1,1,3,0,5,1
Nhà 1 trệt 4 lầu . 57m2 Dg hậu Giang gia 6ty ngon,"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",1,3,1,0,1,0,2,,0,2,3,1,3,0,5,1
Nhà đẹp 1 trệt 1 lầu. Đường Bà Hom P13 Q6.,"279D, Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,1,0,,0,2,3,2,2,1,5,1
"Nhà 1 hầm, 1L 5 lầu 420m2 SD Chợ Lớn,P.11,Quận 6","Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh",3,3,2,2,1,2,0,,0,1,0,0,0,3,5,1
Tôi có căn nhà định mua cho con trai ở nay kẹt tiề,"65, Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Tây,0,2,3,1,0,0,5,1
"Nhà Quận 6 Mặt Tiền Lê Tuấn Mậu, 4x26, 3L, HĐT Cao","Đường Lê Tuấn Mậu, Phường 13, Quận 6, Tp Hồ Chí Minh",3,2,1,1,1,0,2,,3,1,0,1,4,3,5,1
"Bán gấp nhà hẻm 3m đường Bà Hom, Phường 13, Quận 6","Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,2,0,Đông,0,2,2,1,1,0,5,1
"Nhà trệt, 2 lầu mặt tiền đường Bà Hom","AA, Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",2,2,2,0,0,0,2,Tây Bắc,3,1,1,2,4,4,5,1
"Nhà Quận 6 Mặt Tiền Cao Văn Lầu 4.2x27m, 2 Lầu","Đường Cao Văn Lầu, Phường 2, Quận 6, Tp Hồ Chí Minh",3,2,1,0,0,2,1,,0,1,3,2,4,1,5,1
"Nhà Quận 6 Mặt Tiền Trần Văn Kiểu, 2 Lầu, HĐT Cao","Đường Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh",2,1,0,0,0,0,2,,0,1,3,1,3,3,5,1
"Nhà mặt tiền đ/số 30,F10,Q6,(4x14m) 4PN 5WC","đường số 30, Phường 10, Quận 6, Tp Hồ Chí Minh",1,3,1,2,0,0,1,Bắc,3,1,3,1,3,0,5,1
"Bán nhà nhỏ xinh 3x4.4m Tân Hòa Đông, P13, Q6","Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",0,0,0,1,0,0,0,,0,2,3,1,1,3,5,1
Bán Nhà Mặt Tiền Đường Số 10 phường 13 Q6,"1f, Đường Số 10, Phường 13, Quận 6, Tp Hồ Chí Minh",3,2,0,1,0,2,2,,0,1,3,1,4,3,5,1
"Bán nhà HXH Tân Hòa Đông, P14, Q6, 56.8m2 nở hậu","Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",0,0,1,1,0,2,0,,0,2,3,0,3,2,5,1
Bán nhà Q6 Đường Hậu Giang 1/ hẻm 6m đúc 2 Tấm,"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Đông,0,2,3,0,3,1,5,1
514/13 gia Phú 1 trệt 1 lầu quận 6,"Đường Gia Phú, Phường 3, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,2,0,5,1
Mặt tiền Cư Xá Phú Lâm C 4x16 nở hậu 8m 3 tấm đúc,"Đường Cư Xá Phú Lâm C, Phường 12, Quận 6, Tp Hồ Chí Minh",2,3,1,1,0,0,2,Đông Nam,3,1,3,1,3,4,5,1
"1 xẹc Tân Hoà Đông , 5x25 giá tốt","Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",3,2,2,1,0,2,1,Tây,3,1,3,1,0,2,5,1
Bán nhà mặt tiền đường 55 khu phú 2 3 lầu,"Đường Số 55, Phường 10, Quận 6, Tp Hồ Chí Minh",1,2,1,1,0,0,1,,0,1,3,1,3,2,5,1
Bán nhà quân 7 TPHCM,"625, Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",1,2,1,0,0,1,1,Nam,3,2,3,1,0,1,6,0
"Nhà Huỳnh Tấn Phát,Q7,61m2, 1.25 tỷ, shr-xdtd","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2,1,0,0,0,0,1,Đông Nam,0,2,2,0,1,3,6,0
Quận 7 100m²,"Trân xuân soan, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3,2,0,0,0,1,2,,3,2,3,1,0,0,6,0
Nhà Huỳnh Tấn Phát Q7 gần cầu Phú Mỹ sổ hồng riêng,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",2,2,0,0,0,1,1,,0,2,3,1,0,0,6,0
🏠🏠😍😍Cần Bán Nhà Đẹp Trung Tâm Quận 07 TPHCM,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",0,0,1,0,0,2,0,,0,2,3,1,3,0,6,0
"Nhà 6*14=82m,1 trệt,1 lửng, hẻm 3,5m, chính chủ.","1206/35..., Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",2,2,1,0,0,2,1,Đông,0,2,3,1,2,4,6,0
"Biệt thự phố HTPhát Q7, dt 6m x14m, 5 p.ngủ, p.thờ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2,3,2,2,1,2,1,,0,3,0,1,2,2,6,0
"nhà Sổ hồng riêng, 2pn, chính chủ, hẻm an ninh","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,1,0,,0,2,3,1,0,4,6,0
"Nhà bán 3*17, 1trệt,1 lửng, hẻm xe hơi, chính chủ.",Đường Huỳnh Tấn Phát,1,1,0,0,0,0,2,Tây,0,2,3,1,2,1,6,0
"Nhà 1 trệt 1 lầu 3,3 x 6,3m. 56/27A. Đường 25A. Q7","Đường 25A, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Đông,1,2,2,1,2,3,6,0
1 CĂN TRONG KHU HIM LAM QUẬN 7,"Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3,3,1,1,0,1,2,,0,2,3,1,0,1,6,0
"Sở hữu trước tết nhà 3 lầu giá ra đi 4,25 tỷ.","Đường Trần Xuân Soạn||4295, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",1,2,1,0,0,0,1,Bắc,0,2,0,2,3,4,6,0
"Bán gấp BT VIP Tấn Trường, Q7 148m2/ 6PN giá 6ty9","Đường Phú Thuận, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",3,2,2,2,1,2,2,,0,3,0,1,2,2,6,0
"BÁN NHÀ BIỆT THỰ KDC PHÚ MỸ DT10,5x23,9 Giá 26,8Ty","Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",3,3,1,1,0,2,2,,0,3,3,1,3,4,6,0
Bán Gấp Nhà Mặt Tiền Đường Số 2 KDC Him Lam Q7,"Khu đô thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3,2,1,2,0,2,2,,0,1,3,1,2,4,6,0
"Biệt thự khu Tấn Trường Q7,cần bán gấp,SHR","Đường Phú Thuận, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",3,2,2,2,0,2,2,,0,1,3,1,2,2,6,0
"Bán nhà mặt tiền đường 75,Tân Phong..cách NTT 50M","Đường 75, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",3,3,1,2,0,2,2,Đông,0,0,3,1,3,3,6,0
Nhà 1 trệt 3 lầu đường số N7 - Khu dân cư an ninh,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2,3,1,2,1,1,2,,0,1,0,1,2,2,6,0
"4mx20m, 3 lầu sân thượng,Nam Long Phú Thuận","A 37, Đường Phú Thuận, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2,3,1,2,0,0,2,Bắc,0,1,3,1,3,4,6,0
"Bán nhà mới 1, tỷ 450 thương lượng . giữ sổ chính","1206/, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,1,0,Đông Nam,0,2,3,1,2,3,6,0
Nhà phố KDC Himlam Kênh Tẻ 100m2,"đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3,3,1,1,1,1,2,Nam,0,1,2,1,0,3,6,0
Bán nhà đẹp hai lầu khu nam long quân 7,"Đường Trần Trong Cung, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",2,1,1,1,0,2,0,,3,1,3,1,2,4,6,0
THANH LÝ BIỆT THỰ QUẬN 7 PMH 1T 2 LẦU 220M2/8TY7,"Đường Số 22, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",3,3,2,2,0,2,2,,3,3,3,1,2,2,6,0
"Bán nhà 7,3X12,5 .sổ hồng riêng 3tỷ850tr TL","176/, Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",2,1,1,0,0,2,1,,0,2,3,1,2,4,6,0
"Nhà KDC Himlam Kênh Tẻ, 10x20m MT Đường D1-35m","Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3,3,1,1,0,2,2,,0,3,2,1,4,2,6,0
"Bán nhà hẻm 487 võ thị nhờ, Quận 7","Võ thị nhờ, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",1,0,1,1,0,0,1,Đông Nam,0,2,3,2,2,1,6,0
BÁN GẤP THU HỒI VỐN NHÀ 3L HUỲNH TẤN PHÁT Q7 1TỶ4,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2,1,1,1,0,1,2,,0,1,3,2,0,0,6,0
Nhà hẻm 3 gác 1 lầu Đường 79 P Tân Quy,"Đường 79, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,3,2,3,1,2,3,6,0
"ĐỊNH CƯ MỸ BÁN 60M2 NHÀ ĐG BÙI VĂN BA. Q7,SHR","Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",2,2,1,0,0,0,1,Đông,0,1,1,0,1,3,6,0
"KDTL,BÁN NHÀ 1T2L NGUYỄN THỊ THẬP Q7 70M2/1TỶ6 SHR","Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",2,1,1,1,0,1,1,,0,1,3,2,1,0,6,0
"Nhà phố 1 lầu hẻm xe hơi 1027 Huỳnh Tấn Phát, Q.7","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1,2,1,0,0,0,1,Nam,0,2,1,1,2,1,6,0
Nhà Khu đô thị Him Lam Kênh Tẻ 100m² MT NTT,"đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3,2,2,2,0,1,2,Bắc,3,1,3,1,0,1,6,0
"KẸT VỐN BÁN NHÀ B.VĂN BA,Q7,63M2,1TY620TR,SHR,XDTD","Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",2,1,0,0,0,0,2,,0,2,3,1,1,3,6,0
"Bán nhà phố KDC Phú Mỹ - Vạn Phát Hưng, đường 16m",Đường Hoàng Quốc Việt,3,3,1,2,0,2,2,Bắc,0,0,1,1,1,3,6,0
Nhà Phố Ven Sông Xây Mới 100% SHR An Ninh Tốt,"Đường Nguyễn Cao, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",3,3,1,1,0,2,2,,1,0,2,1,2,2,6,0
"Bán Nhà Nát HXH Khu Vip Kiều Đàm, P.TH, Quận 7","Hẻm 793, Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",2,1,1,1,0,0,2,Tây,0,2,2,1,2,2,6,0
CHÍNH CHỦ BIỆT THỰ KHU HIMLAM 200M2 QUẬN 7,"đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3,3,2,2,0,2,2,Bắc,0,3,2,1,0,1,6,0
"Cần Thanh Lí Nhà Phố Tân Cổ MT cư xá ngân hàng, Q7","Đường Tân Thuận Tây, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",2,2,1,2,0,0,1,,0,1,1,1,3,4,6,0
DU HỌC BÁN GẤP MT NG.THỊ THẬP-Q7 55M2/950TR- SHR,"Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",1,1,0,0,0,0,1,Đông Nam,0,1,1,0,1,0,6,0
Villa Khu Himlam Tân Hưng 200m2 MT Đường số 6-16m,"đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3,3,2,2,0,2,2,Bắc,3,3,3,1,0,1,6,0
Bán nhà đường 75. Nguyễn thị thập. P Tân Phong.Q7,"Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",3,3,2,2,0,2,2,Tây,0,1,3,1,3,4,6,0
"Biệt Thư 9x17m(Trệt 2Lầu),có sổ, Jamona City Q7","Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",3,2,1,2,0,2,2,,0,3,3,1,3,3,6,0
Biệt Thự 7x20m(Hầm Trệt 2Lầu)Jamona Bùi Văn Ba Q.7,"Đường Bùi Văn Ba, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",3,2,2,2,0,2,2,,0,3,3,1,2,0,6,0
"Nhà bán chính chủ 1 lầu P. Tân Thuận Đông, Quận 7","Võ Thị Nhờ, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,0,1,6,0
KẸT VỐN RA GẤP NHÀ Đ.LÂM VĂN BỀN- TÂN QUY Q7 SHR,"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",2,2,1,0,0,1,1,,0,2,3,1,0,3,6,0
Chính chủ cần tiền bán căn nhà đường 49 .Q7.,"Đường 49, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",2,1,1,1,0,2,0,,0,1,3,1,0,2,6,0
Nhà Đẹp Có Gara Ô Tô - Kiều Đàm Q7 64m2 5 Tầng,"Kiều Đàm, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",2,1,1,1,0,0,2,Tây,0,2,2,1,3,2,6,0
"Cần bán nhà 1 trệt 1 lầu , 2 phòng,2 wc , ban cong","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Tây,1,2,2,2,0,3,6,0
BIỆT THỰ KHU PHÚ MỸ HƯNG,"khu nam thông 2, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",3,2,2,1,0,2,2,Đông Nam,0,3,2,1,4,1,6,0
Nhà tuyệt đẹp 1lầu hẻm 123 Nguyễn Văn Quỳ.P.TTĐ.Q7,"Nguyễn Văn Quỳ, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,0,1,Nam,0,2,2,1,0,1,6,0
"Bán Nhà phố đẹp,giá tốt,nguồn gốc tốt Quận 7","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,3,2,3,2,2,3,6,0
"Nhà mặt tiền hẻm 1627 Huỳnh Tấn Phát, p.Phú Mỹ, q7","1627/8, Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",3,2,2,1,0,1,2,Bắc,0,1,2,1,2,2,6,0
"Nhà 2 lầu chính chủ 74m2, 6pn, 4 tolet gần kcx TT","Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",2,1,2,1,0,2,0,Đông Nam,0,2,3,2,2,1,6,0
Bán Nhà quận 7|đường Phạm Hữu Lầu|Khu tái định cư,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",3,3,2,2,1,1,2,Bắc,0,1,1,1,3,2,6,0
Căn hộ DV 3lầu MT hẻm 31 Đ.Trần Xuân Soạn.P.TTT.Q7,"Đường Trần Xuân Soạn, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",1,3,2,1,1,1,2,,0,2,3,2,3,4,6,0
"𝐍𝐇𝐀̀ 𝐏𝐇𝐎̂́ 𝐌𝐎̛́𝐈 𝟒 𝐓𝐀̂̀𝐍𝐆,DT 04x14M.","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1,3,1,2,1,0,1,,0,0,0,0,0,1,6,0
"Nhà mới 1 trệt , 1 lầu , hẻm oto quận 7","Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,0,2,3,1,3,4,6,0
Bán nhà đường số tân quy đông q7,"Đ Số Tân Quy Đông, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",2,1,1,1,1,0,2,Nam,0,1,3,1,3,3,6,0
Nhà 1 lầu đẹp đường số 43 Tân Quy dt 8x23m giá rẻ,"Đường Số 43, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",3,3,1,0,0,2,2,Bắc,0,1,1,1,1,4,6,0
Bán nhà mặt tiền đường quận 7,"Đường Số 7, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",2,3,2,2,1,2,0,,0,1,3,1,4,3,6,0
Nha 1tret1lau 36m2 103 Nguyen thi thap q7,"103 Nguyễn thị thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,1,2,3,1,2,0,6,0
nhà hẻm 861 Trần Xuân Soạn Quận 7 1 trệt 1 lầu,"861, Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,2,1,3,3,6,0
"biệt thự quận 7,493m2,SHR đường nhựa. LH chính chủ","Đường Nguyễn Văn Linh, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",3,3,2,2,0,2,2,,0,2,3,1,2,4,6,0
☀☀ Nhà Q7 giá Nhà Bè trệt 2 lầu sân thượng hẻm 4m,"Đường Chuyên Dùng 9, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2,3,1,1,0,0,2,,0,2,1,0,2,1,6,0
Nhà Đẹp Q7 43m2 đường 11N và 14A khu Ngân Hàng,"hẻm rộng 3m, Đường 11N, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",1,1,0,0,0,0,1,,0,2,3,2,2,4,6,0
Nha 1tret 1lau ngang5 dai8.2m2 huynh tan phat q7,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1,1,0,1,0,1,0,Đông Nam,3,2,3,1,2,3,6,0
"Bán nhà gần khu chế xuất. DT 3,2x8m 1 lầu đúc 2PN","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,0,1,6,0
"Bán nhà mặt tiền đường17, Quận 7,88m2 chỉ hơn 10ty","Đường Số 17, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",3,2,1,1,0,1,2,,0,1,3,1,3,3,6,0
Nha 1tret 1lau sổ hổng rieng 152m2,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",2,2,1,1,0,0,2,,0,2,3,1,2,2,6,0
Chính Chủ bán gấp nhà gần BigC Nguyễn Thị Thập Q7,"Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",2,1,0,0,0,0,1,,0,2,3,1,1,0,6,0
"Bán gấp nhà Hẻm 675 Tr X Soạn Q7 dt 25m2, 1lầu đúc","675, Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Đông Bắc,0,2,3,1,0,4,6,0
Nhà 1 Trệt 3 Lầu Hoàng Quốc Việt Q7 - Giá 6.7 tỷ,"Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1,2,1,2,0,1,1,,0,1,0,1,3,2,6,0
"Nhà Kiểu Biệt Thự Tân Cổ Điển DT 5m x 16m, Khu Vip","Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2,3,1,2,1,1,2,,0,1,0,1,2,2,6,0
🔥🔥 Nhà 1trệt 1lầu 62m Xây ở rất chắc mái bê tông,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2,2,1,1,0,0,2,,0,2,1,0,1,4,6,0
"Biệt thự bán giáp Quận 7. hầm trệt 3 lầu, full NT","Đường Số 6, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3,3,2,2,0,2,2,,0,1,1,1,0,4,6,0
Nhà 1 trệt 1 lầu đường 65 Tân quy đông Quận 7,"Đường 65, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",3,2,1,0,0,2,1,Đông,0,0,3,1,4,3,6,0
"Bán nhà 861/72 TXS. DT 5,12x12,5m 1 lầu, hẻm 3,2m","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",1,2,1,0,0,1,1,,0,2,3,1,3,1,6,0
bán nhà nát mặt tiền hẻm 1428 huỳnh tấn phát .q7,"1422, Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,2,4,6,0
Nha 1tret1lau 156m2 nha 2 mat tiền hẻm 791 txs,"791 tran xuan soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",2,2,0,0,0,2,1,,0,2,3,2,2,1,6,0
