,project_name,apartment_code,block_name,block_code,square,square_area,square_in_use,bedroom,wc,num_floor,floor,width,height,door,balcony,certificates,house_type,estate_type,office_type,apartment_type,furniture_status,estate_status,apartment_specific,house_specific,_type,price_m2
14591,[],[],[],[],[],60 m²,[],4 phòng,4 phòng,[],[],6 m,10 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"141,67 triệu/m²"
14592,[],[],[],[],[],55 m²,200 m²,1 phòng,1 phòng,[],[],3.6 m,16 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Nở hậu'],[],"136,36 triệu/m²"
14593,[],[],[],[],[],180 m²,180 m²,4 phòng,4 phòng,[],[],8 m,20 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"102,78 triệu/m²"
14594,[],[],[],[],[],45 m²,75 m²,2 phòng,2 phòng,2,[],36 m,12 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],80 triệu/m²
14595,[],[],[],[],75 m²,[],[],[],[],[],[],[],[],[],[],['Đã có sổ'],[],[],['Mặt bằng kinh doanh'],[],['Hoàn thiện cơ bản'],[],[],[],[],"18,87 triệu/m²"
14596,[],[],Mekong,[],59 m²,[],[],2 phòng,2 phòng,[],20,[],[],['Đông Nam'],['Tây Bắc'],['Đang chờ sổ'],[],[],[],['Chung cư'],['Nội thất cao cấp'],['Chưa bàn giao'],['Căn góc'],[],[],"37,29 triệu/m²"
14597,[],[],[],[],[],64 m2,[],[],[],[],[],4.2 m,15 m,['Tây Bắc'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"39,84 triệu/m2"
14598,[],[],[],[],[],48 m²,144 m²,4 phòng,3 phòng,[],[],4 m,11.8 m,[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"87,5 triệu/m²"
14599,[],[],[],[],[],90 m²,300 m²,4 phòng,4 phòng,[],[],4.5 m,19 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"155,56 triệu/m²"
14600,[],[],[],[],[],45 m²,[],4 phòng,4 phòng,[],[],[],[],[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"151,11 triệu/m²"
14601,Ehome S,[],[],[],50 m²,[],[],2 phòng,1 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Nội thất đầy đủ'],['Đã bàn giao'],[],[],[],"32,6 triệu/m²"
14602,[],[],[],[],[],92 m2,[],[],[],[],[],5 m,18 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Nở hậu']",[],"3,21 triệu/m2"
14603,[],[],[],[],[],132.7 m2,[],[],[],[],[],7 m,19 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Hẻm xe hơi', 'Nở hậu']",[],"28,71 triệu/m2"
14604,[],20/1,[],[],60 m²,[],[],3 phòng,1 phòng,[],1,[],[],['Nam'],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Chưa bàn giao'],[],[],[],"58,33 triệu/m²"
14605,[],2AB.6,4438,[],[],147 m²,147 m²,2 phòng,1 phòng,[],[],10 m,14 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"26,39 triệu/m²"
14606,[],[],[],[],[],42 m²,42 m²,1 phòng,1 phòng,[],[],4 m,[],[],[],['Giấy tờ khác'],['Nhà phố liền kề'],[],[],[],[],[],[],['Hẻm xe hơi'],[],"13,1 triệu/m²"
14607,[],[],[],[],[],150 m2,[],[],[],[],[],10 m,15 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],6 triệu/m2
14608,[],[],[],[],[],53 m²,106 m²,2 phòng,2 phòng,[],[],5.3 m,10 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],"68,87 triệu/m²"
14609,[],[],[],[],[],69 m²,151 m²,4 phòng,4 phòng,[],[],3 m,19 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"37,68 triệu/m²"
14610,[],[],[],[],[],85 m2,[],[],[],[],[],5 m,17 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"10,35 triệu/m2"
14611,[],[],[],[],[],55 m²,100 m²,2 phòng,2 phòng,2,[],4 m,14 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],70 triệu/m²
14612,[],[],[],[],[],48 m²,96 m²,2 phòng,3 phòng,[],[],4 m,12 m,[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"82,92 triệu/m²"
14613,[],[],[],[],[],30 m²,67 m²,2 phòng,1 phòng,[],[],4.5 m,7 m,[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"43,33 triệu/m²"
14614,[],[],[],[],[],130 m2,[],[],[],[],[],5 m,26 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"13,85 triệu/m2"
14615,[],[],[],[],[],60 m²,210 m²,5 phòng,6 phòng,[],[],4 m,15 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],175 triệu/m²
14616,[],[],[],[],[],65 m²,120 m²,2 phòng,2 phòng,2,[],6 m,12 m,['Đông Nam'],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"123,08 triệu/m²"
14617,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14618,[],[],[],[],[],180 m2,[],[],[],[],[],9 m,20 m,['Đông Bắc'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"41,67 triệu/m2"
14619,[],[],[],[],[],48 m²,[],2 phòng,1 phòng,[],[],[],[],[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"22,92 triệu/m²"
14620,Central Premium,[],[],[],52 m²,[],[],1 phòng,1 phòng,[],[],[],[],[],[],[],[],[],[],['Officetel'],[],['Đã bàn giao'],[],[],[],"47,88 triệu/m²"
14621,[],[],[],[],[],1200 m2,[],[],[],[],[],10 m,120 m,[],[],['Đã có sổ'],[],['Đất nông nghiệp'],[],[],[],[],[],"['Mặt tiền', 'Hẻm xe hơi', 'Nở hậu']",[],241.666 đ/m2
14622,[],[],[],[],[],80 m2,[],[],[],[],[],5 m,16 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],15 triệu/m2
14623,[],[],[],[],[],32 m²,[],2 phòng,2 phòng,1,[],4 m,8 m,[],[],['Giấy tờ khác'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"65,63 triệu/m²"
14624,[],[],[],[],[],1054 m2,[],[],[],[],[],21 m,50 m,[],[],['Đã có sổ'],[],['Đất nông nghiệp'],[],[],[],[],[],[],[],"1,76 triệu/m2"
14625,Sky 9,[],[],[],62 m²,[],[],2 phòng,2 phòng,[],[],[],[],['Đông Nam'],['Đông'],['Đã có sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Đã bàn giao'],[],[],[],"29,03 triệu/m²"
14626,[],[],[],[],[],450 m2,[],[],[],[],[],10 m,45 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"6,4 triệu/m2"
14627,[],[],[],[],[],128 m2,[],[],[],[],[],7 m,18 m,['Đông Bắc'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"57,39 triệu/m2"
14628,[],[],[],[],[],102 m2,[],[],[],[],[],5 m,20 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"22,06 triệu/m2"
14629,[],[],[],[],[],100 m2,[],[],[],[],[],5 m,20 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],54 triệu/m2
14630,Central Premium,[],[],[],52 m²,[],[],1 phòng,1 phòng,[],[],[],[],[],[],[],[],[],[],['Officetel'],[],['Đã bàn giao'],[],[],[],"47,88 triệu/m²"
14631,[],[],[],[],[],1200 m2,[],[],[],[],[],10 m,120 m,[],[],['Đã có sổ'],[],['Đất nông nghiệp'],[],[],[],[],[],"['Mặt tiền', 'Hẻm xe hơi', 'Nở hậu']",[],241.666 đ/m2
14632,[],[],[],[],[],80 m2,[],[],[],[],[],5 m,16 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],15 triệu/m2
14633,[],[],[],[],[],32 m²,[],2 phòng,2 phòng,1,[],4 m,8 m,[],[],['Giấy tờ khác'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"65,63 triệu/m²"
14634,[],[],[],[],[],1054 m2,[],[],[],[],[],21 m,50 m,[],[],['Đã có sổ'],[],['Đất nông nghiệp'],[],[],[],[],[],[],[],"1,76 triệu/m2"
14635,[],[],[],[],[],66 m²,120 m²,3 phòng,4 phòng,[],[],[],12 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"71,97 triệu/m²"
14636,[],[],[],[],[],15 m²,30 m²,2 phòng,2 phòng,[],[],3 m,6 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"93,33 triệu/m²"
14637,[],[],[],[],[],85 m²,170 m²,2 phòng,2 phòng,[],[],5 m,17 m,['Đông'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"10,12 triệu/m²"
14638,[],[],[],[],[],100 m²,100 m²,3 phòng,2 phòng,[],[],4 m,25 m,['Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],35 triệu/m²
14639,[],[],[],[],[],48 m²,96 m²,2 phòng,1 phòng,[],[],4 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"36,46 triệu/m²"
14640,Sunrise City,[],[],[],56 m²,[],[],1 phòng,1 phòng,[],[],[],[],[],[],[],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"47,32 triệu/m²"
14641,[],[],[],[],[],40 m²,85 m²,2 phòng,2 phòng,[],[],4 m,10 m,['Đông'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"17,5 triệu/m²"
14642,Masteri Thảo Điền,[],5,[],72 m²,[],[],2 phòng,2 phòng,[],25,[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],['Nội thất cao cấp'],['Đã bàn giao'],[],[],[],"30,56 triệu/m²"
14643,[],[],[],[],[],33 m²,84 m²,2 phòng,2 phòng,[],[],5 m,6.5 m,[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"106,06 triệu/m²"
14644,[],[],[],[],[],35 m²,[],4 phòng,3 phòng,3,[],4 m,8.5 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],80 triệu/m²
14645,[],[],[],[],[],50.4 m²,100.8 m²,2 phòng,2 phòng,[],[],4.2 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"34,6 triệu/m²"
14646,[],[],[],[],[],85 m²,[],3 phòng,[],[],[],5.5 m,15.5 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"55,06 triệu/m²"
14647,[],[],[],[],[],45 m²,220 m²,4 phòng,4 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"144,44 triệu/m²"
14648,[],[],[],[],[],58 m²,68 m²,3 phòng,2 phòng,[],[],4.5 m,12 m,['Nam'],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"136,21 triệu/m²"
14649,[],[],[],[],[],100 m²,100 m²,2 phòng,1 phòng,[],[],5 m,20 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],57.000 đ/m²
14650,[],[],[],[],[],450 m2,[],[],[],[],[],10 m,45 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"6,4 triệu/m2"
14651,[],[],[],[],[],77 m²,104.44 m²,3 phòng,4 phòng,3,[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"84,42 triệu/m²"
14652,[],[],[],[],[],80 m2,[],[],[],[],[],5 m,18 m,[],[],[],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"8,5 triệu/m2"
14653,[],[],[],[],[],92 m2,[],[],[],[],[],5 m,18 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Nở hậu']",[],"3,21 triệu/m2"
14654,[],[],[],[],[],76 m2,[],[],[],[],[],4 m,19 m,['Tây Bắc'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"68,42 triệu/m2"
14655,[],[],[],[],[],160 m²,[],6 phòng,6 phòng,[],[],5 m,20 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"58,75 triệu/m²"
14656,[],[],[],[],[],75 m²,[],1 phòng,1 phòng,[],[],5 m,15 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"66,67 triệu/m²"
14657,Akari City,[],[],[],50 m²,[],[],2 phòng,1 phòng,[],[],[],[],['Bắc'],['Nam'],['Giấy tờ khác'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Chưa bàn giao'],[],[],[],"39,2 triệu/m²"
14658,[],[],[],[],[],60 m2,[],[],[],[],[],5 m,12 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"32,5 triệu/m2"
14659,[],[],[],[],[],81 m2,[],[],[],[],[],5.4 m,15 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"32,72 triệu/m2"
14660,[],[],[],[],[],59 m²,59 m²,4 phòng,4 phòng,[],[],4.11 m,12 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Nở hậu'],[],"31,36 triệu/m²"
14661,[],[],[],[],[],51 m²,56 m²,6 phòng,6 phòng,[],[],4 m,12 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"196,08 triệu/m²"
14662,[],[],[],[],[],56 m²,112 m²,2 phòng,2 phòng,2,[],4 m,14 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"13,13 triệu/m²"
14663,[],[],[],[],40 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"6,98 triệu/m²"
14664,[],[],[],[],[],43 m²,87 m²,2 phòng,2 phòng,2,[],4 m,12 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"83,72 triệu/m²"
14665,[],[],[],[],[],223 m²,[],1 phòng,1 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"16,14 triệu/m²"
14666,[],[],[],[],[],64 m²,64 m²,2 phòng,1 phòng,[],[],4 m,16 m,[],[],['Giấy tờ khác'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"21,88 triệu/m²"
14667,[],[],[],[],39 m²,[],[],2 phòng,[],[],[],[],[],[],[],['Giấy tờ khác'],[],[],[],"['Căn hộ dịch vụ, mini']",[],['Chưa bàn giao'],[],[],[],"25,13 triệu/m²"
14668,Investco Babylon,[],A,[],53 m²,[],[],1 phòng,1 phòng,[],12,[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Đã bàn giao'],[],[],[],"33,02 triệu/m²"
14669,[],[],[],[],[],76 m²,372 m²,8 phòng,Nhiều hơn 6 phòng,[],[],4 m,19 m,['Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"190,79 triệu/m²"
14670,[],[],[],[],[],105 m2,[],[],[],[],[],5 m,21 m,['Bắc'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],10 triệu/m2
14671,[],[],[],[],[],50 m²,100 m²,2 phòng,2 phòng,1,[],4 m,12.5 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"16,4 triệu/m²"
14672,[],[],[],[],[],50 m²,50 m²,2 phòng,2 phòng,[],[],5 m,10 m,['Tây Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],60 triệu/m²
14673,[],[],[],[],[],50 m2,[],[],[],[],[],[],[],[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],130 triệu/m2
14674,[],[],[],[],[],150 m²,192 m²,2 phòng,2 phòng,[],[],5 m,30 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],9 triệu/m²
14675,M-One Nam Sài Gòn,[],[],[],62 m²,[],[],2 phòng,1 phòng,[],[],[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"40,31 triệu/m²"
14676,[],[],[],[],[],102 m²,102 m²,4 phòng,3 phòng,2,[],6 m,17 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],['Nở hậu'],[],"25,49 triệu/m²"
14677,[],[],[],[],[],54 m²,54 m²,4 phòng,3 phòng,4,[],3 m,17 m,['Đông'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],['Nở hậu'],[],87.037 đ/m²
14678,[],[],[],[],[],110 m2,[],[],[],[],[],5 m,20 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"8,64 triệu/m2"
14679,The Era Town (A1 Riverside),[],A1,[],92 m²,[],[],3 phòng,2 phòng,[],[],[],[],['Bắc'],['Nam'],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"26,63 triệu/m²"
14680,[],[],[],[],[],80 m2,[],[],[],[],[],5 m,16 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],"29,38 triệu/m2"
14681,[],[],[],[],[],105 m2,[],[],[],[],[],5 m,21 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],32 triệu/m2
14682,[],[],[],[],[],24 m²,60 m²,2 phòng,3 phòng,[],[],4.5 m,6 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Nở hậu'],[],"97,92 triệu/m²"
14683,[],[],[],[],[],121 m²,[],8 phòng,Nhiều hơn 6 phòng,[],[],6 m,18 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"152,89 triệu/m²"
14684,[],[],[],[],[],32 m²,[],4 phòng,3 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"79,69 triệu/m²"
14685,[],[],[],[],[],68 m²,136 m²,3 phòng,3 phòng,1,[],5 m,12 m,['Tây Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],"40,88 triệu/m²"
14686,Lavita Charm,[],[],[],89 m²,[],[],3 phòng,2 phòng,[],[],[],[],[],[],[],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"33,71 triệu/m²"
14687,[],[],[],[],[],105 m2,[],[],[],[],[],5 m,21 m,['Đông'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"32,38 triệu/m2"
14688,[],[],[],[],[],75.4 m²,75.4 m²,3 phòng,3 phòng,[],[],4.2 m,16.6 m,[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"101,33 triệu/m²"
14689,[],[],[],[],[],30 m²,120 m²,5 phòng,4 phòng,[],[],3.5 m,8 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"216,67 triệu/m²"
14690,Bàu Cát 2,[],A,[],93 m²,[],[],3 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"33,33 triệu/m²"
14691,Topaz Elite,[],[],[],73 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],[],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"32,67 triệu/m²"
14692,[],[],[],[],[],18 m²,42 m²,1 phòng,2 phòng,2,[],50 m,38 m,['Nam'],[],['Giấy tờ khác'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"43,89 triệu/m²"
14693,[],[],[],[],[],124 m2,[],[],[],[],[],5 m,24 m,[],[],[],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"47,58 triệu/m2"
14694,[],[],[],[],[],60 m²,200 m²,5 phòng,5 phòng,4,[],4 m,15 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"55,83 triệu/m²"
14695,Blue Diamond Riverside,[],[],h9,[],64 m2,[],[],[],[],[],4 m,16 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"30,16 triệu/m2"
14696,[],[],[],[],[],48 m²,96 m²,2 phòng,3 phòng,1,[],4 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],"38,75 triệu/m²"
14697,[],[],[],[],[],56 m²,56 m²,4 phòng,5 phòng,3,[],4 m,14 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Hẻm xe hơi'],[],"69,64 triệu/m²"
14698,[],[],[],[],[],75 m2,[],[],[],[],[],5 m,15 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Nở hậu']",[],"20,8 triệu/m2"
14699,Vinhomes Grand Park (Vincity Quận 9),[],[],[],70 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"32,86 triệu/m²"
14700,Flora Kikyo,[],[],[],67 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Đã bàn giao'],['Căn góc'],[],[],"34,63 triệu/m²"
14701,[],[],[],[],[],103 m2,[],[],[],[],[],4.3 m,25 m,['Đông Bắc'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],"50,49 triệu/m2"
14702,[],[],[],[],[],48 m²,[],1 phòng,1 phòng,1,[],4 m,12 m,['Tây'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"78,13 triệu/m²"
14703,Botanica Premier,BPA - 0712,A,[],70 m²,[],[],1 phòng,1 phòng,[],7,[],[],['Đông Nam'],['Tây Bắc'],['Đang chờ sổ'],[],[],[],['Chung cư'],['Nội thất cao cấp'],['Đã bàn giao'],[],[],[],"57,14 triệu/m²"
14704,[],[],[],[],140 m²,[],[],[],[],[],[],[],[],['Tây'],[],[],[],[],['Mặt bằng kinh doanh'],[],['Nội thất đầy đủ'],[],[],[],[],"4,64 triệu/m²"
14705,[],[],[],[],[],117 m2,[],[],[],[],[],7 m,16.7 m,['Tây Nam'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"76,92 triệu/m2"
14706,[],[],[],[],[],64.9 m²,64.9 m²,3 phòng,2 phòng,[],[],4 m,16 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],"65,63 triệu/m²"
14707,[],[],[],[],[],45.4 m²,68.2 m²,3 phòng,3 phòng,[],[],4 m,13 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Hẻm xe hơi'],[],"85,11 triệu/m²"
14708,[],[],[],[],[],25 m²,56 m²,2 phòng,2 phòng,2,[],29 m,75 m,['Đông Nam'],[],['Giấy tờ khác'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"37,56 triệu/m²"
14709,[],[],[],[],[],80 m2,[],[],[],[],[],5 m,16 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"13,75 triệu/m2"
14710,[],[],[],[],[],72 m²,72 m²,2 phòng,[],[],[],4 m,18 m,['Đông'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"101,39 triệu/m²"
14711,[],[],[],[],[],80 m²,278 m²,4 phòng,5 phòng,4,[],5 m,16 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],['Hẻm xe hơi'],[],"81,25 triệu/m²"
14712,[],[],[],[],[],50 m²,100 m²,3 phòng,2 phòng,1,[],4 m,12.5 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"16,78 triệu/m²"
