index,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_house
489,105.0,105.0,3.0,2.0,1.0,5.0,21.0,,0,4,,Mặt tiền,161000000.0,16905000000.0
490,52.0,52.0,2.0,2.0,1.0,4.0,13.0,,0,2,,Hẻm xe hơi,3173000000.0,164996000000.0
491,42.0,42.0,3.0,3.0,3.0,4.0,10.5,,0,2,,"Hẻm xe hơi, Nở hậu",7262000000.0,305004000000.0
492,65.0,130.0,2.0,2.0,1.0,5.0,13.0,,0,2,,Hẻm xe hơi,1923000000.0,124995000000.0
493,36.0,36.0,2.0,2.0,2.0,3.9,9.0,,0,2,,,11667000000.0,420012000000.0
494,65.0,65.0,4.0,3.0,2.0,5.0,13.0,,0,1,,Hẻm xe hơi,2738000000.0,177970000000.0
495,32.0,64.0,2.0,2.0,2.0,3.6,9.0,Đông Nam,0,1,Nội thất đầy đủ,Hẻm xe hơi,4297000000.0,137504000000.0
496,140.0,140.0,3.0,2.0,1.0,5.0,28.0,,0,1,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",4286000000.0,600040000000.0
497,131.0,131.0,8.0,7.0,1.0,6.0,21.8,,0,2,,Nở hậu,326000000.0,42706000000.0
498,32.0,64.0,1.0,1.0,2.0,4.0,8.0,,0,1,,Hẻm xe hơi,10000000.0,320000000.0
